memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,description
ES,Spain,26/09/2022,02/10/2022,€44.96,Euro / HL.,9,Albacete vino tinto sin DOP/IGP
ES,Spain,26/09/2022,02/10/2022,€54.93,Euro / HL.,9,Albacete vino blanco sin DOP/IGP
ES,Spain,26/09/2022,02/10/2022,€37.08,Euro / HL.,9,Valencia vino tinto sin DOP/IGP
ES,Spain,26/09/2022,02/10/2022,€36.25,Euro / HL.,9,Toledo vino blanco sin DOP/IGP
ES,Spain,26/09/2022,02/10/2022,€37.35,Euro / HL.,9,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,26/09/2022,02/10/2022,€34.91,Euro / HL.,9,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,26/09/2022,02/10/2022,€36.07,Euro / HL.,9,Toledo vino tinto sin DOP/IGP
FR,France,29/08/2022,04/09/2022,€142.91,Euro / HL.,5,Blancs / Vin AOP
FR,France,29/08/2022,04/09/2022,€104.47,Euro / HL.,5,Blancs / Vin sans IG avec mention de cépages
FR,France,29/08/2022,04/09/2022,€76.57,Euro / HL.,5,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,29/08/2022,04/09/2022,€45.59,Euro / HL.,5,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,29/08/2022,04/09/2022,€95.39,Euro / HL.,5,Rouges et Rosés / Vin IGP
FR,France,29/08/2022,04/09/2022,€88.95,Euro / HL.,5,Rouges et Rosés / Vin AOP
FR,France,29/08/2022,04/09/2022,€100.66,Euro / HL.,5,Blancs / Vin sans IG sans mention de cépages
FR,France,29/08/2022,04/09/2022,€115.49,Euro / HL.,5,Blancs / Vin IGP
DE,Germany,29/08/2022,04/09/2022,€110.00,Euro / HL.,5,Rheingau Qba Weiß
IT,Italy,29/08/2022,04/09/2022,€44.00,Euro / HL.,5,Verona Vino rosso senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€41.50,Euro / HL.,5,Trapani Vino rosso senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€38.50,Euro / HL.,5,Lugo Vino bianco senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€42.11,Euro / HL.,5,Pescara Vino bianco senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€39.38,Euro / HL.,5,Trapani Vino bianco senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€45.00,Euro / HL.,5,Pescara Vino rosso senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€74.40,Euro / HL.,5,Lugo Vino rosso DOP
IT,Italy,29/08/2022,04/09/2022,€27.36,Euro / HL.,5,Bari Vino rosso senza DOP/IGP
IT,Italy,29/08/2022,04/09/2022,€29.93,Euro / HL.,5,Bari Vino bianco senza DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€54.28,Euro / HL.,5,Albacete vino blanco sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€39.21,Euro / HL.,5,Toledo vino blanco sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€45.37,Euro / HL.,5,Albacete vino tinto sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€37.07,Euro / HL.,5,Valencia vino tinto sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€41.77,Euro / HL.,5,Badajoz vino blanco sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€33.97,Euro / HL.,5,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€36.91,Euro / HL.,5,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,29/08/2022,04/09/2022,€37.34,Euro / HL.,5,Toledo vino tinto sin DOP/IGP
FR,France,01/08/2022,07/08/2022,€58.50,Euro / HL.,1,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,01/08/2022,07/08/2022,€123.48,Euro / HL.,1,Rouges et Rosés / Vin AOP
FR,France,01/08/2022,07/08/2022,€102.06,Euro / HL.,1,Blancs / Vin sans IG avec mention de cépages
FR,France,01/08/2022,07/08/2022,€72.27,Euro / HL.,1,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,01/08/2022,07/08/2022,€95.27,Euro / HL.,1,Rouges et Rosés / Vin IGP
FR,France,01/08/2022,07/08/2022,€84.85,Euro / HL.,1,Blancs / Vin sans IG sans mention de cépages
FR,France,01/08/2022,07/08/2022,€122.48,Euro / HL.,1,Blancs / Vin IGP
FR,France,01/08/2022,07/08/2022,€155.49,Euro / HL.,1,Blancs / Vin AOP
DE,Germany,01/08/2022,07/08/2022,€100.00,Euro / HL.,1,Rheinhessen Qba Weiß
DE,Germany,01/08/2022,07/08/2022,€120.00,Euro / HL.,1,Mosel Qba Weiß
DE,Germany,01/08/2022,07/08/2022,€100.00,Euro / HL.,1,Pfalz Qba Weiß
DE,Germany,01/08/2022,07/08/2022,€110.00,Euro / HL.,1,Rheingau Qba Weiß
DE,Germany,01/08/2022,07/08/2022,€110.00,Euro / HL.,1,Pfalz QbA Rot Dornfelder
ES,Spain,01/08/2022,07/08/2022,€35.33,Euro / HL.,1,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€40.93,Euro / HL.,1,Badajoz vino blanco sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€45.64,Euro / HL.,1,Albacete vino tinto sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€36.33,Euro / HL.,1,Toledo vino blanco sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€38.28,Euro / HL.,1,Toledo vino tinto sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€35.67,Euro / HL.,1,Valencia vino tinto sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€34.59,Euro / HL.,1,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,01/08/2022,07/08/2022,€53.74,Euro / HL.,1,Albacete vino blanco sin DOP/IGP
FR,France,27/06/2022,03/07/2022,€151.95,Euro / HL.,48,Blancs / Vin AOP
FR,France,27/06/2022,03/07/2022,€101.79,Euro / HL.,48,Rouges et Rosés / Vin IGP
FR,France,27/06/2022,03/07/2022,€99.82,Euro / HL.,48,Blancs / Vin sans IG avec mention de cépages
FR,France,27/06/2022,03/07/2022,€127.31,Euro / HL.,48,Blancs / Vin IGP
FR,France,27/06/2022,03/07/2022,€67.53,Euro / HL.,48,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,27/06/2022,03/07/2022,€123.19,Euro / HL.,48,Rouges et Rosés / Vin AOP
FR,France,27/06/2022,03/07/2022,€105.60,Euro / HL.,48,Blancs / Vin sans IG sans mention de cépages
FR,France,27/06/2022,03/07/2022,€70.70,Euro / HL.,48,Rouges et Rosés / Vin sans IG avec mention de cépages
DE,Germany,27/06/2022,03/07/2022,€110.00,Euro / HL.,48,Pfalz QbA Rot Dornfelder
DE,Germany,27/06/2022,03/07/2022,€100.00,Euro / HL.,48,Pfalz Qba Weiß
DE,Germany,27/06/2022,03/07/2022,€70.00,Euro / HL.,48,Pfalz ohne Rebsorteangabe
DE,Germany,27/06/2022,03/07/2022,€65.00,Euro / HL.,48,Rheinhessen ohne Rebsorteangabe
DE,Germany,27/06/2022,03/07/2022,€110.00,Euro / HL.,48,Rheingau Qba Weiß
DE,Germany,27/06/2022,03/07/2022,€120.00,Euro / HL.,48,Mosel Qba Weiß
DE,Germany,27/06/2022,03/07/2022,€100.00,Euro / HL.,48,Rheinhessen Qba Weiß
ES,Spain,27/06/2022,03/07/2022,€51.44,Euro / HL.,48,Albacete vino blanco sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€47.38,Euro / HL.,48,Albacete vino tinto sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€41.84,Euro / HL.,48,Badajoz vino blanco sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€34.92,Euro / HL.,48,Valencia vino tinto sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€32.68,Euro / HL.,48,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€40.19,Euro / HL.,48,Toledo vino tinto sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€33.17,Euro / HL.,48,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,27/06/2022,03/07/2022,€34.57,Euro / HL.,48,Toledo vino blanco sin DOP/IGP
FR,France,30/05/2022,05/06/2022,€100.13,Euro / HL.,44,Rouges et Rosés / Vin IGP
FR,France,30/05/2022,05/06/2022,€201.27,Euro / HL.,44,Blancs / Vin AOP
FR,France,30/05/2022,05/06/2022,€101.15,Euro / HL.,44,Blancs / Vin sans IG sans mention de cépages
FR,France,30/05/2022,05/06/2022,€75.74,Euro / HL.,44,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,30/05/2022,05/06/2022,€87.84,Euro / HL.,44,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,30/05/2022,05/06/2022,€123.75,Euro / HL.,44,Blancs / Vin IGP
FR,France,30/05/2022,05/06/2022,€111.65,Euro / HL.,44,Blancs / Vin sans IG avec mention de cépages
FR,France,30/05/2022,05/06/2022,€151.62,Euro / HL.,44,Rouges et Rosés / Vin AOP
DE,Germany,30/05/2022,05/06/2022,€100.00,Euro / HL.,44,Rheinhessen Qba Weiß
DE,Germany,30/05/2022,05/06/2022,€100.00,Euro / HL.,44,Pfalz Qba Weiß
DE,Germany,30/05/2022,05/06/2022,€110.00,Euro / HL.,44,Pfalz QbA Rot Dornfelder
DE,Germany,30/05/2022,05/06/2022,€65.00,Euro / HL.,44,Rheinhessen ohne Rebsorteangabe
DE,Germany,30/05/2022,05/06/2022,€70.00,Euro / HL.,44,Pfalz ohne Rebsorteangabe
DE,Germany,30/05/2022,05/06/2022,€110.00,Euro / HL.,44,Rheingau Qba Weiß
DE,Germany,30/05/2022,05/06/2022,€120.00,Euro / HL.,44,Mosel Qba Weiß
IT,Italy,30/05/2022,05/06/2022,€43.70,Euro / HL.,44,Bari Vino rosso senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€50.05,Euro / HL.,44,Bari Vino bianco senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€100.00,Euro / HL.,44,Verona Vino bianco DOP
IT,Italy,30/05/2022,05/06/2022,€61.00,Euro / HL.,44,Trapani Vino rosso senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€71.88,Euro / HL.,44,Trapani Vino bianco senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€79.20,Euro / HL.,44,Lugo Vino rosso DOP
IT,Italy,30/05/2022,05/06/2022,€53.40,Euro / HL.,44,Lugo Vino bianco senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€61.75,Euro / HL.,44,Pescara Vino bianco senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€70.88,Euro / HL.,44,Pescara Vino rosso senza DOP/IGP
IT,Italy,30/05/2022,05/06/2022,€53.50,Euro / HL.,44,Verona Vino rosso senza DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€50.51,Euro / HL.,44,Albacete vino blanco sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€32.43,Euro / HL.,44,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€33.18,Euro / HL.,44,Toledo vino blanco sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€38.90,Euro / HL.,44,Toledo vino tinto sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€35.58,Euro / HL.,44,Valencia vino tinto sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€48.99,Euro / HL.,44,Albacete vino tinto sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€42.24,Euro / HL.,44,Badajoz vino blanco sin DOP/IGP
ES,Spain,30/05/2022,05/06/2022,€32.99,Euro / HL.,44,Ciudad Real vino tinto sin DOP/IGP
FR,France,25/04/2022,01/05/2022,€101.04,Euro / HL.,39,Rouges et Rosés / Vin IGP
FR,France,25/04/2022,01/05/2022,€147.15,Euro / HL.,39,Rouges et Rosés / Vin AOP
FR,France,25/04/2022,01/05/2022,€87.43,Euro / HL.,39,Blancs / Vin sans IG sans mention de cépages
FR,France,25/04/2022,01/05/2022,€116.23,Euro / HL.,39,Blancs / Vin sans IG avec mention de cépages
FR,France,25/04/2022,01/05/2022,€82.52,Euro / HL.,39,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,25/04/2022,01/05/2022,€86.73,Euro / HL.,39,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,25/04/2022,01/05/2022,€167.98,Euro / HL.,39,Blancs / Vin AOP
FR,France,25/04/2022,01/05/2022,€129.16,Euro / HL.,39,Blancs / Vin IGP
DE,Germany,25/04/2022,01/05/2022,€70.00,Euro / HL.,39,Pfalz ohne Rebsorteangabe
DE,Germany,25/04/2022,01/05/2022,€100.00,Euro / HL.,39,Rheinhessen Qba Weiß
DE,Germany,25/04/2022,01/05/2022,€100.00,Euro / HL.,39,Pfalz Qba Weiß
DE,Germany,25/04/2022,01/05/2022,€110.00,Euro / HL.,39,Pfalz QbA Rot Dornfelder
DE,Germany,25/04/2022,01/05/2022,€65.00,Euro / HL.,39,Rheinhessen ohne Rebsorteangabe
DE,Germany,25/04/2022,01/05/2022,€110.00,Euro / HL.,39,Rheingau Qba Weiß
DE,Germany,25/04/2022,01/05/2022,€120.00,Euro / HL.,39,Mosel Qba Weiß
IT,Italy,25/04/2022,01/05/2022,€41.50,Euro / HL.,39,Lugo Vino bianco senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€40.00,Euro / HL.,39,Bari Vino bianco senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€37.05,Euro / HL.,39,Bari Vino rosso senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€76.20,Euro / HL.,39,Lugo Vino rosso DOP
IT,Italy,25/04/2022,01/05/2022,€53.40,Euro / HL.,39,Verona Vino rosso senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€90.00,Euro / HL.,39,Verona Vino bianco DOP
IT,Italy,25/04/2022,01/05/2022,€57.50,Euro / HL.,39,Trapani Vino rosso senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€46.88,Euro / HL.,39,Trapani Vino bianco senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€54.00,Euro / HL.,39,Pescara Vino rosso senza DOP/IGP
IT,Italy,25/04/2022,01/05/2022,€42.11,Euro / HL.,39,Pescara Vino bianco senza DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€35.04,Euro / HL.,39,Toledo vino blanco sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€40.15,Euro / HL.,39,Valencia vino tinto sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€33.56,Euro / HL.,39,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€32.75,Euro / HL.,39,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€40.81,Euro / HL.,39,Badajoz vino blanco sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€47.12,Euro / HL.,39,Albacete vino tinto sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€41.01,Euro / HL.,39,Toledo vino tinto sin DOP/IGP
ES,Spain,25/04/2022,01/05/2022,€51.88,Euro / HL.,39,Albacete vino blanco sin DOP/IGP
FR,France,28/03/2022,03/04/2022,€90.62,Euro / HL.,35,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,28/03/2022,03/04/2022,€137.82,Euro / HL.,35,Rouges et Rosés / Vin AOP
FR,France,28/03/2022,03/04/2022,€120.84,Euro / HL.,35,Blancs / Vin sans IG sans mention de cépages
FR,France,28/03/2022,03/04/2022,€132.51,Euro / HL.,35,Blancs / Vin sans IG avec mention de cépages
FR,France,28/03/2022,03/04/2022,€84.96,Euro / HL.,35,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,28/03/2022,03/04/2022,€96.25,Euro / HL.,35,Rouges et Rosés / Vin IGP
FR,France,28/03/2022,03/04/2022,€188.60,Euro / HL.,35,Blancs / Vin AOP
FR,France,28/03/2022,03/04/2022,€128.49,Euro / HL.,35,Blancs / Vin IGP
DE,Germany,28/03/2022,03/04/2022,€110.00,Euro / HL.,35,Rheingau Qba Weiß
DE,Germany,28/03/2022,03/04/2022,€97.50,Euro / HL.,35,Pfalz Qba Weiß
DE,Germany,28/03/2022,03/04/2022,€110.00,Euro / HL.,35,Pfalz QbA Rot Dornfelder
DE,Germany,28/03/2022,03/04/2022,€115.00,Euro / HL.,35,Mosel Qba Weiß
DE,Germany,28/03/2022,03/04/2022,€100.00,Euro / HL.,35,Rheinhessen Qba Weiß
DE,Germany,28/03/2022,03/04/2022,€70.00,Euro / HL.,35,Pfalz ohne Rebsorteangabe
DE,Germany,28/03/2022,03/04/2022,€65.00,Euro / HL.,35,Rheinhessen ohne Rebsorteangabe
IT,Italy,28/03/2022,03/04/2022,€90.00,Euro / HL.,35,Verona Vino bianco DOP
IT,Italy,28/03/2022,03/04/2022,€57.50,Euro / HL.,35,Trapani Vino rosso senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€46.88,Euro / HL.,35,Trapani Vino bianco senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€41.50,Euro / HL.,35,Lugo Vino bianco senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€37.05,Euro / HL.,35,Bari Vino rosso senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€40.00,Euro / HL.,35,Bari Vino bianco senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€54.00,Euro / HL.,35,Pescara Vino rosso senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€54.00,Euro / HL.,35,Verona Vino rosso senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€42.11,Euro / HL.,35,Pescara Vino bianco senza DOP/IGP
IT,Italy,28/03/2022,03/04/2022,€76.20,Euro / HL.,35,Lugo Vino rosso DOP
ES,Spain,28/03/2022,03/04/2022,€35.88,Euro / HL.,35,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€41.20,Euro / HL.,35,Badajoz vino blanco sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€46.71,Euro / HL.,35,Albacete vino tinto sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€51.04,Euro / HL.,35,Albacete vino blanco sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€35.20,Euro / HL.,35,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€35.89,Euro / HL.,35,Toledo vino blanco sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€39.85,Euro / HL.,35,Valencia vino tinto sin DOP/IGP
ES,Spain,28/03/2022,03/04/2022,€40.92,Euro / HL.,35,Toledo vino tinto sin DOP/IGP
FR,France,28/02/2022,06/03/2022,€169.13,Euro / HL.,31,Blancs / Vin AOP
FR,France,28/02/2022,06/03/2022,€131.93,Euro / HL.,31,Blancs / Vin IGP
FR,France,28/02/2022,06/03/2022,€135.53,Euro / HL.,31,Rouges et Rosés / Vin AOP
FR,France,28/02/2022,06/03/2022,€98.80,Euro / HL.,31,Blancs / Vin sans IG sans mention de cépages
FR,France,28/02/2022,06/03/2022,€98.29,Euro / HL.,31,Rouges et Rosés / Vin IGP
FR,France,28/02/2022,06/03/2022,€100.29,Euro / HL.,31,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,28/02/2022,06/03/2022,€82.87,Euro / HL.,31,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,28/02/2022,06/03/2022,€124.05,Euro / HL.,31,Blancs / Vin sans IG avec mention de cépages
DE,Germany,28/02/2022,06/03/2022,€95.00,Euro / HL.,31,Rheinhessen Qba Weiß
DE,Germany,28/02/2022,06/03/2022,€110.00,Euro / HL.,31,Rheingau Qba Weiß
DE,Germany,28/02/2022,06/03/2022,€95.00,Euro / HL.,31,Pfalz Qba Weiß
DE,Germany,28/02/2022,06/03/2022,€115.00,Euro / HL.,31,Mosel Qba Weiß
DE,Germany,28/02/2022,06/03/2022,€65.00,Euro / HL.,31,Rheinhessen ohne Rebsorteangabe
DE,Germany,28/02/2022,06/03/2022,€105.00,Euro / HL.,31,Pfalz QbA Rot Dornfelder
DE,Germany,28/02/2022,06/03/2022,€70.00,Euro / HL.,31,Pfalz ohne Rebsorteangabe
IT,Italy,28/02/2022,06/03/2022,€55.00,Euro / HL.,31,Verona Vino rosso senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€54.00,Euro / HL.,31,Pescara Vino rosso senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€41.50,Euro / HL.,31,Lugo Vino bianco senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€40.00,Euro / HL.,31,Bari Vino bianco senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€57.50,Euro / HL.,31,Trapani Vino rosso senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€90.00,Euro / HL.,31,Verona Vino bianco DOP
IT,Italy,28/02/2022,06/03/2022,€46.88,Euro / HL.,31,Trapani Vino bianco senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€42.11,Euro / HL.,31,Pescara Vino bianco senza DOP/IGP
IT,Italy,28/02/2022,06/03/2022,€76.20,Euro / HL.,31,Lugo Vino rosso DOP
IT,Italy,28/02/2022,06/03/2022,€37.05,Euro / HL.,31,Bari Vino rosso senza DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€41.34,Euro / HL.,31,Badajoz vino blanco sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€46.28,Euro / HL.,31,Albacete vino tinto sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€38.20,Euro / HL.,31,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€56.05,Euro / HL.,31,Albacete vino blanco sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€37.74,Euro / HL.,31,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€33.80,Euro / HL.,31,Toledo vino blanco sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€39.62,Euro / HL.,31,Valencia vino tinto sin DOP/IGP
ES,Spain,28/02/2022,06/03/2022,€40.62,Euro / HL.,31,Toledo vino tinto sin DOP/IGP
FR,France,31/01/2022,06/02/2022,€101.35,Euro / HL.,27,Rouges et Rosés / Vin IGP
FR,France,31/01/2022,06/02/2022,€143.48,Euro / HL.,27,Rouges et Rosés / Vin AOP
FR,France,31/01/2022,06/02/2022,€85.21,Euro / HL.,27,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,31/01/2022,06/02/2022,€86.52,Euro / HL.,27,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,31/01/2022,06/02/2022,€94.21,Euro / HL.,27,Blancs / Vin sans IG sans mention de cépages
FR,France,31/01/2022,06/02/2022,€181.48,Euro / HL.,27,Blancs / Vin AOP
FR,France,31/01/2022,06/02/2022,€131.83,Euro / HL.,27,Blancs / Vin IGP
FR,France,31/01/2022,06/02/2022,€119.83,Euro / HL.,27,Blancs / Vin sans IG avec mention de cépages
DE,Germany,31/01/2022,06/02/2022,€90.00,Euro / HL.,27,Rheinhessen Qba Weiß
DE,Germany,31/01/2022,06/02/2022,€90.00,Euro / HL.,27,Pfalz Qba Weiß
DE,Germany,31/01/2022,06/02/2022,€70.00,Euro / HL.,27,Pfalz ohne Rebsorteangabe
DE,Germany,31/01/2022,06/02/2022,€65.00,Euro / HL.,27,Rheinhessen ohne Rebsorteangabe
DE,Germany,31/01/2022,06/02/2022,€110.00,Euro / HL.,27,Rheingau Qba Weiß
DE,Germany,31/01/2022,06/02/2022,€100.00,Euro / HL.,27,Pfalz QbA Rot Dornfelder
DE,Germany,31/01/2022,06/02/2022,€115.00,Euro / HL.,27,Mosel Qba Weiß
IT,Italy,31/01/2022,06/02/2022,€75.36,Euro / HL.,27,Lugo Vino rosso DOP
IT,Italy,31/01/2022,06/02/2022,€39.26,Euro / HL.,27,Bari Vino bianco senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€57.50,Euro / HL.,27,Trapani Vino rosso senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€90.00,Euro / HL.,27,Verona Vino bianco DOP
IT,Italy,31/01/2022,06/02/2022,€54.00,Euro / HL.,27,Pescara Vino rosso senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€37.05,Euro / HL.,27,Bari Vino rosso senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€41.50,Euro / HL.,27,Lugo Vino bianco senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€42.11,Euro / HL.,27,Pescara Vino bianco senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€46.88,Euro / HL.,27,Trapani Vino bianco senza DOP/IGP
IT,Italy,31/01/2022,06/02/2022,€55.00,Euro / HL.,27,Verona Vino rosso senza DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€38.44,Euro / HL.,27,Ciudad Real vino blanco sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€60.16,Euro / HL.,27,Albacete vino blanco sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€31.98,Euro / HL.,27,Toledo vino blanco sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€38.87,Euro / HL.,27,Valencia vino tinto sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€40.46,Euro / HL.,27,Toledo vino tinto sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€37.90,Euro / HL.,27,Ciudad Real vino tinto sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€42.68,Euro / HL.,27,Badajoz vino blanco sin DOP/IGP
ES,Spain,31/01/2022,06/02/2022,€45.49,Euro / HL.,27,Albacete vino tinto sin DOP/IGP
FR,France,27/12/2021,02/01/2022,€126.67,Euro / HL.,22,Blancs / Vin IGP
FR,France,27/12/2021,02/01/2022,€90.14,Euro / HL.,22,Rouges et Rosés / Vin sans IG sans mention de cépages
FR,France,27/12/2021,02/01/2022,€104.31,Euro / HL.,22,Blancs / Vin sans IG sans mention de cépages
FR,France,27/12/2021,02/01/2022,€113.31,Euro / HL.,22,Blancs / Vin sans IG avec mention de cépages
FR,France,27/12/2021,02/01/2022,€168.33,Euro / HL.,22,Blancs / Vin AOP
FR,France,27/12/2021,02/01/2022,€171.42,Euro / HL.,22,Rouges et Rosés / Vin AOP
FR,France,27/12/2021,02/01/2022,€88.78,Euro / HL.,22,Rouges et Rosés / Vin sans IG avec mention de cépages
FR,France,27/12/2021,02/01/2022,€96.34,Euro / HL.,22,Rouges et Rosés / Vin IGP
DE,Germany,27/12/2021,02/01/2022,€90.00,Euro / HL.,22,Rheinhessen Qba Weiß
DE,Germany,27/12/2021,02/01/2022,€100.00,Euro / HL.,22,Rheingau Qba Weiß
DE,Germany,27/12/2021,02/01/2022,€100.00,Euro / HL.,22,Pfalz QbA Rot Dornfelder
DE,Germany,27/12/2021,02/01/2022,€65.00,Euro / HL.,22,Rheinhessen ohne Rebsorteangabe
DE,Germany,27/12/2021,02/01/2022,€115.00,Euro / HL.,22,Mosel Qba Weiß
DE,Germany,27/12/2021,02/01/2022,€90.00,Euro / HL.,22,Pfalz Qba Weiß
DE,Germany,27/12/2021,02/01/2022,€70.00,Euro / HL.,22,Pfalz ohne Rebsorteangabe
IT,Italy,27/12/2021,02/01/2022,€90.00,Euro / HL.,22,Verona Vino bianco DOP
IT,Italy,27/12/2021,02/01/2022,€57.50,Euro / HL.,22,Trapani Vino rosso senza DOP/IGP
